customer_message,support_response,intent
@VerizonSupport I'm in New Jersey why is the game currently on NBATV blacked out when it includes no local teams?,Unfortunately we do not have control over the content from our providers. What are you seeing when you try to watch NBA TV?,tv_fios_content
@VerizonSupport Credit where credit is due- reached out and resolved the issue.,Thanks for the kudos! Please let us know if we can assist with anything else.,internet_wifi_issue
@VerizonSupport https://t.co/VxTpmPW2c0,Thank you. Please follow and DM us when you get a chance.,internet_wifi_issue
@VerizonSupport The Comedy Central app seems to be affected as well.,On all devices?,internet_wifi_issue
Answer me @VerizonSupport I’m trying to get my new phone activated 🤬,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,mobile_phone_issue
@VerizonSupport It’s not. I’m not in either TV market,Thanks for that information. Unfortunately we do not have control over the content from our providers.,tv_fios_content
Ummm .. I think you mean kbps. https://t.co/k4g8xjiW47,We'd like to work on your speed issue. Are able to run the router speed test through the My Fios app? This will help us isolate the issue to the router.,internet_wifi_issue
customer service is the worst.,We're here for you. What's going on?,complaint_escalation
@VerizonSupport Built in 2003. Have never used an extender,Thank you. Please follow and DM us so we can discuss further.,complaint_escalation
"Hey @VerizonSupport, I've been on hold for an hour. I need a cable card reactivated.",We can help you with that here Matt! Please click this link so we can take care of you. https://t.co/0SwDWRnJEL,complaint_escalation
@VerizonSupport Yes it happens to all channels on my primary box only. After rebooting box it fixes until I️ change the channel,Thank you. Please follow and DM us at your convenience.,tv_fios_content
I never tried so hard to give someone business that wouldn’t let me even ask questions online. 25 Times I did “I’m not a robot” if this is indicator maybe verizon not so bad,We'd love to have you with Fios. Check out our promos for new customers at https://t.co/nxpY4LB2L3,complaint_escalation
@VerizonSupport why is the Sixers-Celtics game on NBATV blacked out in northern New Jersey?!!!,We unfortunately do not have control over blackout restrictions from our content providers.,tv_fios_content
@VerizonSupport Help! I need to schedule a service visit. I've tried everything I can to fix two of our TV's. Long term hold for help by phone.,Sorry to hear about the trouble. Allow us to assist you from here. What issue are the 2 TVs having and do you only have the 2?,tv_fios_content
@VerizonSupport I already have every channel u offer and 100 MB’s that I pay 80 bucks for. Trying to get rid of u,We don't want to see you go. What issue are you having that is making you want to do this?,tv_fios_content
@VerizonSupport Still terrible. I dare you to fix this,Initiate another chat since the last session was dropped.,complaint_escalation
"Just had worst customer experience call w/ . I'm in Springfield, NJ and want to watch the Sixers-Celtics game, but says it is blocked out. What gives? I'm in NY DMA not Philly or Boston. Please help @VerizonSupport",Sorry to hear about the trouble. Our apologies as we have no control over games that are being blacked out as we just provide the feed and do not control their content.,mobile_phone_issue
@VerizonSupport No answer there either. Is anyone working tonight?,Our apologies as we were advised that the queue is full. We appreciate your pateince.,internet_wifi_issue
"I do that as well, but these ones were adamant about following their script step by step. Even if I'd rebooted the router 5 times previously, they think their script will magically fix it. The fix? Internet tech support enabling the router. On their end. Go figure. -_-","What issue are you having that rebooting the router does not resolve? Let us know, we want to help.",equipment_router
@VerizonSupport YOU ALL SUCK!! CAN'T WAIT TO LEAVE,We'd like to keep you! What's going on?,complaint_escalation
"@VerizonSupport Tried that multiple times, had 2 different Verizon technicians at my house, trying 3 routers, exchanging equipment in the basement, swapping cables, etc. I’m tired of trying!",Thank you. Please follow and DM us at your convenience.,equipment_router
@VerizonSupport WHAT IS GOING ON WITH THE SERVICE LATELYYYY,Oh no! Are you having an issue with Fios or Wireless (mobile) service?,internet_wifi_issue
@VerizonSupport I paid extra to go from 50mbs to 100 with no noticeable difference and then u offer 1 Tera bite for the same price I pay for 100 but I can’t get that price because I’ve only been with u for as long as u’ve been available. I pay over 300 a month and I don’t think it’s worth it,Our apologies as the promo is intended for new customers. Have you verified if the speed is available in your area?,equipment_router
@VerizonSupport On my iPhone and my Mac. Tried with FiOS and my cell network.,Thank you. Are you able to sign in at https://t.co/gkmHFnzJtb on your Mac right now?,mobile_phone_issue
@VerizonSupport We have six (!). We can see the info on channels but no pic or sound. I've re booted box and checked cable many times. I think we need an expert to fix. ??,You got it. Please follow and DM us at your convenience.,tv_fios_content
"I can’t even enjoy Cod because of , I get 1.5 mb. Which definitely isn’t worth $80 a month o",Let's get you back on CoD! Are you able to run the router speed test through the My Fios app for us? This will help us isolate the issue to the router.,equipment_router
"I can’t even enjoy Cod because of , I get 1.5 mb. Which definitely isn’t worth $80 a month . @VerizonSupport",Do you have Fios or DSL service with us?,equipment_router
truly is absolute fucking crap. so expensive for such shitty services. next time I’m going with,Come on over. Check out the promos we have for new customers at https://t.co/08TS1Tujsu,internet_wifi_issue
@VerizonSupport But why is a Sixers-Celtics game blacked out while I'm nowhere near either area?,"Our apologies as it could be a regional restriction. You may want to search from the guide using the ""B"" button for your local lineup in the event it is being aired on another channel.",internet_wifi_issue
