customer_message,support_response
Hey @115722 ....when you coming to the 11211 ? -__-,@822650 We appreciate your interest. You can always verify availability at https://t.co/o0IkasqaP8  ^JRA
@VerizonSupport Listen this isn’t going anywhere I am laying in bed I will not be getting up to test my speeds on a hardwired device have a good night I will try tomorrow,"@822649 Certainly, we'll be here to assist. 
^BAB"
"Hey @115722 
Why do i pay for one of your fastest packages but ive been experiencing a ton of lag the past 2 months??????","@823059 We will be happy to assist you. Have you reset the router and your main interface?
^TXA"
@VerizonSupport How do you reset the main interface?,@823059 Do you know where the BBU is located to reboot it so the data port can be initialized? It can sometimes be located in a garage or basement and can look like1 of the 2 units.  ^JRA https://t.co/AN0a1beykF
@VerizonSupport having issues with order,"@449249 Oh no, what issue are you having?  ^JRA"
@VerizonSupport Order put on hold for some odd reason,"@449249 What reason have you been given as to why the order is on hold?
^NHP"
@VerizonSupport No reason this just happened will you dm me,"@449249 Do you have the order number?
^TXA"
@VerizonSupport Have tried and put in a request for FiOS for my house. Its available everywhere else around here. :(,@822650 We can submit a request with engineering to see if your address can be provisioned. Follow us and send a DM to get started. ^JRA
"@VerizonSupport Can't be certain, but it appears to have helped. Thank you.",@821619 You are most welcome. If there is a wall jack you may want to reseat the connection there as well. The one thing we cannot control is how copper can oxidize resulting in a poor connection. ^JRA
"@115722 @VerizonSupport 
Your cable signal has been crap recently...",@823338 Sorry to hear about the trouble. Is the issue impacting all channels and TVs? ^JRA
@VerizonSupport All fixed. Thank you! 😃,"@804778 Great!
^TXA"
@VerizonSupport Mainly IFC &amp; above,"@823338 Is this happening on multiple TVs? 
^BAB"
"@VerizonSupport not sure what is happening. Usually i have 4 bars in my house. Right now phone only will work on wifi, 1 bar","@823339 Please contact our friends @115990 for assistance with Verizon Mobile service.
^TXA"
@VerizonSupport There's only one hooked up.,"@823338 Can you disconnect the coax from the back of the box? Then reconnect the coax and make sure it is tight.
^TXA"
@VerizonSupport I've been trying to pay my bill for the past hour and half and yet you won't take my money. I've tried from phone app and computer browser. What gives? You better not charge me for not paying! Most likely switching to Cox after this. https://t.co/QwQgQbMnMH,"@823336 What browser are you using? Have you tried a different browser? 
^BAB"
"@VerizonSupport Have done that. Waited 10 seconds, reconnected. Same issue.","@823338 Is the coaxial cable connected directly to the wall or to a splitter? 
^BAB"
@VerizonSupport Chrome and my fios mobile app,"@823336 Do you have another card that you can try the payment with?
^TXA"
@115725 I need help ASAP,"@260608 How may we assist? 
^BAB"
@VerizonSupport To the wall,"@823338 Follow and DM for further assistance
^BAB"
@VerizonSupport Random text saying our phones are no longer registered on My Verizon and account is locked online.,"@260608 Please contact our friends @115990 for assistance with Verizon Mobile service.
^TXA"
"@VerizonSupport Tried with two different cards, four different times.","@823336 Are you using the same device for both transactions? 
^BAB"
@VerizonSupport Nope... And I've got plenty of money.,@823336 This is odd as we have not gotten any reports. When is the bill due and do you have the same error when using the app? ^JRA
@VerizonSupport My bill is due as soon as you accept my payment,@823336 Our apologies for the trouble. We will have to investigate what the issue can be. Follow us and send a DM so we can get started. ^JRA
"@VerizonSupport I'm a graduate student and must work from home tomorrow sure to approaching final exams. My bill is passed due as of today. Can you, or of good faith, make sure service is not suspended?","@823336 Please send us a DM. 
^TXA"
@VerizonSupport im having issues making a payment to@my account online. It keeps saying “error” or “try again later or use another form of payment” when I just paid another bill with the same card. What’s going on? #verizontechcenter,"@131502 Are you trying to pay your wireless or home bill?
^NHP"
@VerizonSupport Home bill. I use Verizon bill pay.,"@131502 Try to uninstall and reinstall the app.
^NHP"
@VerizonSupport I do not use the app. I go to the actual website. https://t.co/wtMyZIx480,"@131502 What happens when you click on one of the options to verify your account?
^NHP"
"@VerizonSupport I fill out the info as normal. Type in the payment amount, then the payment method which is debit card. Fill out the info, then when it’s asking to submit, I hit submit and it gives me the “error, try again later or use another payment method.”","@131502 What bank are you using?
^TXA"
"@VerizonSupport Wells Fargo. And I have used this multiple times and I’ve not experienced any issues until now. And I recently made a purchase a few minutes ago with the same card, and I had no issues. I am refraining from calling to make the payment, due to the $3 fee.","@131502 Please follow and DM us so we can take a look into this for you.
^NHP"
@VerizonSupport I sent the DM to the Verizon and followed.,"@131502 We're not showing a DM. Please resend your DM.
^NHP"
@115722 I just sent a private message so you can see why,"@132024 Please click on the following link to enter a secure chat with an agent. https://t.co/4xrWRjkSTu
^TXA"
"@VerizonSupport Hey, you've made my internet speed so slow that your Verizon speedtest won't even work. Had to check on another site. INCREASE MY SPEED or I'll have to go elsewhere. https://t.co/TYAwi7R6bX","@132542 We will be glad to help you with this. Are you testing on a wired or wireless device?
^TXA"
@128511 And still all I'll have is Verizon DSL!,"@133390 We are always looking to expand the network. Keep checking our websites for updates.
^TXA"
@125004 @VerizonSupport @115722 Today is my 24th birthday today 🎂,"@125004 Happy Birthday Alvis! Enjoy your special day. 
^TXA"
@VerizonSupport Yep! Got double drafted because your CSR chat/phone reps lie. Fix your autopay system!!!!,"@133389 We are sorry to hear that youe were double drafted.  Please call financial services at 8 am for assistance 1-888-780-3962    
^TDC"
"@115725 I had a messy experience ordering a new phone (upgrade) on your app yesterday. Turns out your app wasn’t working, forcing me to speak to a rep who said ‘you’ll need to go to the app to complain’ 😳 Get it together! 😡","@133778 Let’s get you over to our partner’s @115990 and they will assist you with your wireless concerns.
^TDC"
"@115722 Hi! If I sign up for FiOS, will you cancel all my other services? If not, no problem. Thanks.","@133777 We can not cancel your other provider's services. We can port your phone number if that is needed.
^TXA"
@VerizonSupport Verizon computers shut us down by mistake Sunday afternoon. Internet phone and tv.  Getting service back up has been a NOGHTMARE. As of today I have internet and still no tv.   Working with someone again this am who is telling me he hasn’t give my back my dvd services.,"@133774 You are currently speaking with an agent to assist you on the phone correct? 
^TDC"
@115722 is internet down in Forest Hills NY area?,"@133775 Not that we are aware of. You can check for outages at  https://t.co/ejWDt5JiRu
^TXA"
@115725 @VerizonSupport On the internet. He want me to email someone else. Because he can’t get my service back without charging me a set up fee. reminder. Verizon caused this.,"@133774 The system may not be allowing him to restore without the fee but if this was our error,  were you offered to have the fee waived or credited after  it is billed? 
^TDC"
